# M_ini =  6.00 Msun, Z = 0.0006, Y = 0.24, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.0
# M_remnant = 1.021 Msun, M_yield(all) = 4.979 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.339009   3.128908E+00   6.284591E-01
 he   2   11.157866   0.227866   1.566875   1.800192E+00   3.615788E-01
  c   6    7.895938  -0.574062   0.764947   2.994959E-03   6.015546E-04
  n   7    9.000044   1.130044   2.469053   4.380927E-02   8.799342E-03
  o   8    7.108678  -1.621322  -0.282313   6.431428E-04   1.291789E-04
  f   9    2.340757  -2.079243  -0.740234   1.302877E-08   2.616903E-09
 ne  10    7.154245  -0.815755   0.523255   9.509363E-04   1.910010E-04
 na  11    5.428385  -0.811615   0.527394   1.929769E-05   3.876052E-06
 mg  12    6.802235  -0.837765   0.501244   5.071013E-04   1.018542E-04
 al  13    6.185177  -0.264823   1.074187   1.293999E-04   2.599071E-05
 si  14    6.339768  -1.210232   0.128777   1.925560E-04   3.867596E-05
  p  15    4.518593  -0.891407   0.447603   3.201458E-06   6.430310E-07
  s  16    5.826238  -1.323762   0.015248   6.733664E-05   1.352495E-05
 cl  17    3.937008  -1.292992   0.046017   9.624626E-07   1.933161E-07
 ar  18    5.103850  -1.336150   0.002860   1.444356E-05   2.901071E-06
  k  19    3.773708  -1.306292   0.032718   7.276430E-07   1.461512E-07
 ca  20    4.950201  -1.339799  -0.000790   1.119809E-05   2.249201E-06
 sc  21    1.976813  -1.073187   0.265822   1.334806E-08   2.681035E-09
 ti  22    3.592585  -1.317415   0.021595   5.875876E-07   1.180203E-07
  v  23    2.622597  -1.337403   0.001606   6.692058E-08   1.344138E-08
 cr  24    4.282068  -1.357932  -0.018923   3.124708E-06   6.276154E-07
 mn  25    4.143132  -1.336868   0.002141   2.392693E-06   4.805861E-07
 fe  26    6.200991  -1.339009   0.000000   2.780328E-04   5.584448E-05
 co  27    3.708478  -1.161522   0.177488   9.434592E-07   1.894992E-07
 ni  28    4.936371  -1.263629   0.075381   1.605580E-05   3.224899E-06
 cu  29    3.638378  -0.611622   0.727388   8.665898E-07   1.740595E-07
 zn  30    3.746317  -0.883683   0.455327   1.162009E-06   2.333960E-07
 ga  31    2.769297  -0.310703   1.028306   1.286357E-07   2.583721E-08
 ge  32    3.235991  -0.344009   0.995000   3.893527E-07   7.820372E-08
 as  33    1.784872  -0.515128   0.823882   1.429968E-08   2.872173E-09
 se  34    3.167201  -0.172799   1.166210   3.614800E-07   7.260532E-08
 br  35    2.032689  -0.507311   0.831698   2.718448E-08   5.460158E-09
 kr  36    3.414951   0.164951   1.503961   6.911532E-07   1.388221E-07
 rb  37    2.783006   0.263006   1.602015   1.637460E-07   3.288932E-08
 sr  38    2.963049   0.083049   1.422058   2.520941E-07   5.063454E-08
  y  39    2.278872   0.068872   1.407881   5.292425E-08   1.063014E-08
 zr  40    2.597497   0.067497   1.406507   1.144305E-07   2.298403E-08
 nb  41    1.344730  -0.065270   1.273740   6.435849E-09   1.292677E-09
 mo  42    1.682886  -0.257114   1.081896   1.457687E-08   2.927847E-09
 ru  44    1.335294  -0.424706   0.914304   6.829876E-09   1.371820E-09
 rh  45    0.279634  -0.780366   0.558644   6.135701E-10   1.232391E-10
 pd  46    1.236599  -0.413401   0.925608   5.722580E-09   1.149413E-09
 ag  47    0.458880  -0.741120   0.597890   9.732464E-10   1.954821E-10
 cd  48    1.334851  -0.375149   0.963860   7.595239E-09   1.525547E-09
 in  49    0.191012  -0.568988   0.770022   5.586027E-10   1.121985E-10
 sn  50    1.694259  -0.375741   0.963268   1.832236E-08   3.680151E-09
 sb  51    0.171067  -0.838933   0.500077   5.613652E-10   1.127534E-10
 te  52    1.234132  -0.945868   0.393141   6.691495E-09   1.344025E-09
  i  53    0.391007  -1.158993   0.180017   9.776956E-10   1.963758E-10
 xe  54    1.462679  -0.777321   0.561688   1.193471E-08   2.397155E-09
 cs  55    0.191699  -0.888301   0.450709   6.470585E-10   1.299654E-10
 ba  56    1.890071  -0.289929   1.049081   3.335631E-08   6.699805E-09
 la  57    0.639739  -0.530261   0.808749   1.897348E-09   3.810932E-10
 ce  58    1.002094  -0.577906   0.761103   4.409690E-09   8.857115E-10
 pr  59   -0.005124  -0.765124   0.573886   4.360019E-10   8.757348E-11
 nd  60    0.634494  -0.815506   0.523503   1.939631E-09   3.895860E-10
 sm  62   -0.108637  -1.048637   0.290372   3.641996E-10   7.315158E-11
 eu  63   -0.739029  -1.249029   0.089981   8.676280E-11   1.742680E-11
 gd  64   -0.129305  -1.179305   0.159705   3.640848E-10   7.312851E-11
 tb  65   -0.889171  -1.209171   0.129838   6.421237E-11   1.289742E-11
 dy  66    0.029679  -1.100321   0.238689   5.449066E-10   1.094476E-10
 ho  67   -0.766466  -1.236466   0.102544   8.839158E-11   1.775395E-11
 er  68   -0.164751  -1.084751   0.254259   3.586721E-10   7.204134E-11
 tm  69   -1.023491  -1.143491   0.195518   5.009433E-11   1.006173E-11
 yb  70   -0.016862  -0.936862   0.402147   5.201093E-10   1.044669E-10
 lu  71   -0.897943  -0.987943   0.351067   6.936328E-11   1.393201E-11
 hf  72   -0.128216  -0.838216   0.500794   4.167696E-10   8.371056E-11
 ta  73   -1.044462  -0.924462   0.414548   5.112219E-11   1.026818E-11
  w  74   -0.168774  -0.818774   0.520235   3.903800E-10   7.841005E-11
 re  75   -0.845177  -1.105177   0.233832   8.315233E-11   1.670162E-11
 os  76    0.139697  -1.210303   0.128706   8.198169E-10   1.646649E-10
 ir  77   -0.004176  -1.324176   0.014834   5.957722E-10   1.196642E-10
 pt  78    0.335508  -1.284492   0.054517   1.320445E-09   2.652190E-10
 au  79   -0.457743  -1.257743   0.081266   2.148404E-10   4.315192E-11
 hg  80    0.249999  -0.920001   0.419008   1.114933E-09   2.239408E-10
 tl  81   -0.007778  -0.777778   0.561231   6.281114E-10   1.261598E-10
 pb  82    1.051022  -0.988978   0.350032   7.293824E-09   1.465006E-09
 bi  83   -0.433032  -1.083032   0.255978   2.412724E-10   4.846093E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.1955   1.4121   0.7856  -0.6265  -0.4356      0.6128      8.2310
