# M_ini =  5.00 Msun, Z = 0.0006, Y = 0.24, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.0
# M_remnant = 0.940 Msun, M_yield(all) = 4.060 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.334992   2.484846E+00   6.120689E-01
 he   2   11.178007   0.248007   1.582999   1.497500E+00   3.688652E-01
  c   6    8.076687  -0.393313   0.941678   3.609628E-03   8.891260E-04
  n   7    9.293502   1.423502   2.758494   6.838026E-02   1.684347E-02
  o   8    7.355246  -1.374754  -0.039762   9.010593E-04   2.219495E-04
  f   9    3.207530  -1.212470   0.122522   7.613482E-08   1.875358E-08
 ne  10    7.723340  -0.246660   1.088332   2.860621E-03   7.046301E-04
 na  11    6.124965  -0.115035   1.219956   7.620648E-05   1.877123E-05
 mg  12    7.183723  -0.456277   0.878715   9.692234E-04   2.387398E-04
 al  13    6.243060  -0.206940   1.128052   1.174149E-04   2.892171E-05
 si  14    6.350940  -1.199060   0.135932   1.573349E-04   3.875485E-05
  p  15    4.733657  -0.676343   0.658648   4.171744E-06   1.027587E-06
  s  16    5.834274  -1.315726   0.019265   5.449665E-05   1.342365E-05
 cl  17    3.962018  -1.267982   0.067010   8.119650E-07   2.000038E-07
 ar  18    5.110438  -1.329562   0.005430   1.165805E-05   2.871618E-06
  k  19    3.809542  -1.270458   0.064534   6.276319E-07   1.545987E-07
 ca  20    4.951876  -1.338124  -0.003132   8.931349E-06   2.199976E-06
 sc  21    2.125288  -0.924712   0.410280   1.492108E-08   3.675370E-09
 ti  22    3.610860  -1.299140   0.035852   4.871627E-07   1.199983E-07
  v  23    2.628501  -1.331499   0.003493   5.387296E-08   1.327002E-08
 cr  24    4.286139  -1.353861  -0.018869   2.505707E-06   6.172075E-07
 mn  25    4.139486  -1.340514  -0.005522   1.884291E-06   4.641399E-07
 fe  26    6.205008  -1.334992   0.000000   2.230192E-04   5.493424E-05
 co  27    3.912545  -0.957455   0.377536   1.198660E-06   2.952549E-07
 ni  28    5.019051  -1.180949   0.154043   1.555566E-05   3.831680E-06
 cu  29    3.915663  -0.334337   1.000654   1.301863E-06   3.206757E-07
 zn  30    3.907709  -0.722291   0.612701   1.341360E-06   3.304047E-07
 ga  31    2.962530  -0.117470   1.217522   1.594012E-07   3.926380E-08
 ge  32    3.411374  -0.168626   1.166366   4.627965E-07   1.139964E-07
 as  33    1.940864  -0.359136   0.975856   1.626389E-08   4.006133E-09
 se  34    3.320982  -0.019018   1.315974   4.089094E-07   1.007228E-07
 br  35    2.231881  -0.308119   1.026873   3.407620E-08   8.393672E-09
 kr  36    3.567709   0.317709   1.652701   7.803840E-07   1.922247E-07
 rb  37    2.932818   0.412818   1.747810   1.836409E-07   4.523454E-08
 sr  38    3.120503   0.240503   1.575495   2.876765E-07   7.086067E-08
  y  39    2.439639   0.229639   1.564631   6.085956E-08   1.499097E-08
 zr  40    2.764676   0.234676   1.569667   1.335708E-07   3.290126E-08
 nb  41    1.509448   0.099448   1.434439   7.468443E-09   1.839632E-09
 mo  42    1.855538  -0.084462   1.250530   1.723352E-08   4.244973E-09
 ru  44    1.500559  -0.259441   1.075551   7.934919E-09   1.954535E-09
 rh  45    0.415833  -0.644167   0.690824   6.667595E-10   1.642366E-10
 pd  46    1.393559  -0.256441   1.078551   6.522867E-09   1.606717E-09
 ag  47    0.595411  -0.604589   0.730403   1.058571E-09   2.607478E-10
 cd  48    1.489550  -0.220450   1.114541   8.612782E-09   2.121506E-09
 in  49    0.338088  -0.421912   0.913079   6.224219E-10   1.533154E-10
 sn  50    1.848788  -0.221212   1.113780   2.076846E-08   5.115702E-09
 sb  51    0.312909  -0.697091   0.637901   6.180075E-10   1.522280E-10
 te  52    1.379539  -0.800461   0.534531   7.426124E-09   1.829208E-09
  i  53    0.458568  -1.091432   0.243560   9.071336E-10   2.234458E-10
 xe  54    1.590489  -0.649511   0.685481   1.272697E-08   3.134917E-09
 cs  55    0.295297  -0.784703   0.550289   6.523018E-10   1.606754E-10
 ba  56    2.035587  -0.144413   1.190579   3.703050E-08   9.121379E-09
 la  57    0.770936  -0.399064   0.935927   2.038214E-09   5.020543E-10
 ce  58    1.134352  -0.445648   0.889344   4.748881E-09   1.169748E-09
 pr  59    0.109079  -0.650921   0.684071   4.503992E-10   1.109426E-10
 nd  60    0.754332  -0.695668   0.639324   2.029497E-09   4.999070E-10
 sm  62    0.006612  -0.933388   0.401604   3.769977E-10   9.286234E-11
 eu  63   -0.694418  -1.204418   0.130574   7.635651E-11   1.880819E-11
 gd  64   -0.048787  -1.098787   0.236205   3.481201E-10   8.574919E-11
 tb  65   -0.834138  -1.154138   0.180854   5.788404E-11   1.425804E-11
 dy  66    0.108006  -1.021994   0.312998   5.183122E-10   1.276710E-10
