# M_ini =  4.00 Msun, Z = 0.0006, Y = 0.30, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.910 Msun, M_yield(all) = 3.090 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.311569   1.803502E+00   5.836954E-01
 he   2   11.231976   0.301976   1.613545   1.230701E+00   3.983109E-01
  c   6    8.242295  -0.227705   1.083864   3.820849E-03   1.236601E-03
  n   7    9.276507   1.406507   2.718076   4.772569E-02   1.544621E-02
  o   8    7.478041  -1.251959   0.059611   8.676638E-04   2.808156E-04
  f   9    3.805677  -0.614323   0.697246   2.190518E-07   7.089517E-08
 ne  10    7.751336  -0.218664   1.092905   2.217578E-03   7.177096E-04
 na  11    6.105207  -0.134793   1.176776   5.285076E-05   1.710492E-05
 mg  12    7.050255  -0.589745   0.721824   5.145457E-04   1.665305E-04
 al  13    5.891327  -0.558673   0.752897   3.791471E-05   1.227093E-05
 si  14    6.333079  -1.216921   0.094648   1.094266E-04   3.541546E-05
  p  15    4.551918  -0.858082   0.453487   1.992490E-06   6.448608E-07
  s  16    5.854259  -1.295741   0.015829   4.140783E-05   1.340147E-05
 cl  17    3.982373  -1.247627   0.063942   6.178325E-07   1.999588E-07
 ar  18    5.132185  -1.307815   0.003754   8.893591E-06   2.878372E-06
  k  19    3.825002  -1.254998   0.056571   4.719412E-07   1.527417E-07
 ca  20    4.974159  -1.315841  -0.004272   6.821952E-06   2.207895E-06
 sc  21    2.093698  -0.956302   0.355267   1.006995E-08   3.259095E-09
 ti  22    3.623932  -1.286068   0.025502   3.642740E-07   1.178957E-07
  v  23    2.648619  -1.311381   0.000188   4.095489E-08   1.325487E-08
 cr  24    4.309871  -1.330129  -0.018559   1.920929E-06   6.217005E-07
 mn  25    4.160774  -1.319226  -0.007657   1.436327E-06   4.648611E-07
 fe  26    6.228431  -1.311569   0.000000   1.708378E-04   5.529091E-05
 co  27    4.011381  -0.858619   0.452950   1.092320E-06   3.535246E-07
 ni  28    5.023832  -1.176168   0.135401   1.138599E-05   3.685026E-06
 cu  29    3.848848  -0.401152   0.910417   8.093732E-07   2.619501E-07
 zn  30    3.802115  -0.827885   0.483685   7.616811E-07   2.465148E-07
 ga  31    2.813138  -0.266862   1.044708   8.201266E-08   2.654304E-08
 ge  32    3.257742  -0.322258   0.989311   2.358038E-07   7.631688E-08
 as  33    1.793407  -0.506593   0.804976   8.405916E-09   2.720538E-09
 se  34    3.160055  -0.179945   1.131624   2.048996E-07   6.631487E-08
 br  35    2.056304  -0.483696   0.827873   1.651935E-08   5.346417E-09
 kr  36    3.364703   0.114703   1.426272   3.545150E-07   1.147372E-07
 rb  37    2.730062   0.210062   1.521632   8.351835E-08   2.703035E-08
 sr  38    2.910943   0.030943   1.342512   1.288263E-07   4.169408E-08
  y  39    2.208522  -0.001478   1.310091   2.594351E-08   8.396505E-09
 zr  40    2.513132  -0.016868   1.294702   5.427030E-08   1.756435E-08
 nb  41    1.261422  -0.148578   1.162991   3.062114E-09   9.910399E-10
 mo  42    1.606656  -0.333344   0.978225   7.051388E-09   2.282151E-09
 ru  44    1.260818  -0.499182   0.812387   3.316062E-09   1.073229E-09
 rh  45    0.225950  -0.834050   0.477519   3.125387E-10   1.011518E-10
 pd  46    1.154481  -0.495519   0.816050   2.730012E-09   8.835566E-10
 ag  47    0.396812  -0.803188   0.508381   4.862125E-10   1.573606E-10
 cd  48    1.243286  -0.466714   0.844855   3.545507E-09   1.147488E-09
 in  49    0.107726  -0.652274   0.659295   2.657911E-10   8.602213E-11
 sn  50    1.587322  -0.482678   0.828891   8.254435E-09   2.671512E-09
 sb  51    0.071487  -0.938513   0.373056   2.572699E-10   8.326430E-11
 te  52    1.120046  -1.059954   0.251615   2.966218E-09   9.600036E-10
  i  53    0.363960  -1.186040   0.125529   5.295170E-10   1.713759E-10
 xe  54    1.362609  -0.877391   0.434179   5.461208E-09   1.767496E-09
 cs  55    0.103070  -0.976930   0.334639   3.041151E-10   9.842552E-11
 ba  56    1.757625  -0.422375   0.889194   1.417253E-08   4.586877E-09
 la  57    0.513824  -0.656176   0.655393   8.183810E-10   2.648655E-10
 ce  58    0.883975  -0.696025   0.615544   1.936443E-09   6.267214E-10
 pr  59   -0.111063  -0.871063   0.440506   1.969123E-10   6.372981E-11
