# M_ini =  6.00 Msun, Z = 0.0006, Y = 0.40, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 1.258 Msun, M_yield(all) = 4.742 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.223524   2.324904E+00   4.903105E-01
 he   2   11.411550   0.481550   1.705074   2.398915E+00   5.059190E-01
  c   6    7.622113  -0.847887   0.375637   1.190596E-03   2.510907E-04
  n   7    8.591493   0.721493   1.945017   1.270680E-02   2.679799E-03
  o   8    7.935902  -0.794098   0.429426   3.210529E-03   6.770842E-04
  f   9    2.268295  -2.151705  -0.928182   8.193195E-09   1.727903E-09
 ne  10    6.806979  -1.163021   0.060503   3.015148E-04   6.358794E-05
 na  11    5.104894  -1.135106   0.088417   6.808097E-06   1.435793E-06
 mg  12    6.399199  -1.240801  -0.017277   1.458245E-04   3.075365E-05
 al  13    5.510643  -0.939357   0.284167   2.034286E-05   4.290205E-06
 si  14    6.338278  -1.211722   0.011801   1.423923E-04   3.002980E-05
  p  15    4.189361  -1.220639   0.002884   1.114622E-06   2.350680E-07
  s  16    5.936530  -1.213470   0.010053   6.447046E-05   1.359649E-05
 cl  17    4.020408  -1.209592   0.013932   8.654887E-07   1.825271E-07
 ar  18    5.216104  -1.223896  -0.000372   1.388457E-05   2.928186E-06
  k  19    3.861494  -1.218506   0.005018   6.617101E-07   1.395513E-07
 ca  20    5.066157  -1.223843  -0.000319   1.086128E-05   2.290588E-06
 sc  21    1.839426  -1.210574   0.012950   7.228421E-09   1.524437E-09
 ti  22    3.686813  -1.223187   0.000337   5.417154E-07   1.142450E-07
  v  23    2.731024  -1.228976  -0.005452   6.382627E-08   1.346063E-08
 cr  24    4.397403  -1.242597  -0.019073   3.027438E-06   6.384713E-07
 mn  25    4.268760  -1.211240   0.012284   2.374258E-06   5.007189E-07
 fe  26    6.316476  -1.223524   0.000000   2.693953E-04   5.681410E-05
 co  27    3.675054  -1.194946   0.028577   6.490988E-07   1.368916E-07
 ni  28    4.976975  -1.223025   0.000499   1.295846E-05   2.732872E-06
 cu  29    3.044585  -1.205415   0.018109   1.639144E-07   3.456870E-08
 zn  30    3.409663  -1.220337   0.003187   3.910429E-07   8.246895E-08
 ga  31    1.878074  -1.201926   0.021598   1.225280E-08   2.584054E-09
 ge  32    2.340423  -1.239577  -0.016053   3.686394E-08   7.774417E-09
 as  33    1.076795  -1.223205   0.000318   2.080947E-09   4.388611E-10
 se  34    2.098528  -1.241472  -0.017949   2.297922E-08   4.846200E-09
 br  35    1.314585  -1.225415  -0.001892   3.839090E-09   8.096445E-10
 kr  36    2.068551  -1.181449   0.042075   2.286208E-08   4.821496E-09
 rb  37    1.352709  -1.167291   0.056233   4.487720E-09   9.464372E-10
 sr  38    1.690759  -1.189241   0.034283   1.000658E-08   2.110337E-09
  y  39    1.020946  -1.189054   0.034469   2.171405E-09   4.579382E-10
 zr  40    1.341370  -1.188630   0.034893   4.664425E-09   9.837035E-10
 nb  41    0.203815  -1.206185   0.017339   3.457040E-10   7.290721E-11
 mo  42    0.616972  -1.323028  -0.099504   9.268075E-10   1.954590E-10
 ru  44    0.414258  -1.345742  -0.122218   6.090292E-10   1.284412E-10
 rh  45   -0.177110  -1.237110  -0.013586   1.592693E-10   3.358909E-11
 pd  46    0.380791  -1.269209  -0.045686   5.926866E-10   1.249946E-10
 ag  47   -0.030385  -1.230385  -0.006861   2.340498E-10   4.935990E-11
 cd  48    0.463826  -1.246174  -0.022650   7.594725E-10   1.601689E-10
 in  49   -0.484537  -1.244537  -0.021013   8.761245E-11   1.847702E-11
 sn  50    0.797985  -1.272015  -0.048491   1.729155E-09   3.646700E-10
 sb  51   -0.456671  -1.466671  -0.243148   9.829219E-11   2.072932E-11
 te  52    0.497553  -1.682447  -0.458923   9.147287E-10   1.929116E-10
  i  53    0.305857  -1.244143  -0.020619   5.971260E-10   1.259308E-10
 xe  54    0.988196  -1.251804  -0.028280   2.961689E-09   6.246052E-10
 cs  55   -0.146934  -1.226934  -0.003410   2.204564E-10   4.649314E-11
 ba  56    0.969123  -1.210877   0.012647   2.975672E-09   6.275541E-10
 la  57   -0.047296  -1.217296   0.006227   2.898167E-10   6.112087E-11
 ce  58    0.361601  -1.218399   0.005125   7.496037E-10   1.580876E-10
 pr  59   -0.463580  -1.223580  -0.000056   1.127313E-10   2.377446E-11
 nd  60    0.204642  -1.245358  -0.021834   5.362963E-10   1.131022E-10
 sm  62   -0.411412  -1.351412  -0.127889   1.349123E-10   2.845232E-11
 eu  63   -0.746836  -1.256836  -0.033313   6.332472E-11   1.335486E-11
 gd  64   -0.272321  -1.322321  -0.098797   1.944408E-10   4.100657E-11
