# M_ini =  3.00 Msun, Z = 0.0006, Y = 0.40, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 0.914 Msun, M_yield(all) = 2.086 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.256334   1.086373E+00   5.208300E-01
 he   2   11.352899   0.422899   1.679234   9.793506E-01   4.695213E-01
  c   6    8.217354  -0.252646   1.003688   2.168554E-03   1.039650E-03
  n   7    8.941731   1.071731   2.328066   1.329961E-02   6.376113E-03
  o   8    7.832737  -0.897263   0.359071   1.182765E-03   5.670426E-04
  f   9    4.304199  -0.115801   1.140533   4.158450E-07   1.993648E-07
 ne  10    8.069542   0.099542   1.355876   2.788122E-03   1.336685E-03
 na  11    6.339763   0.099763   1.356097   5.463485E-05   2.619310E-05
 mg  12    7.107039  -0.532961   0.723373   3.513975E-04   1.684674E-04
 al  13    5.753280  -0.696720   0.559614   1.661969E-05   7.967829E-06
 si  14    6.427428  -1.122572   0.133762   8.199601E-05   3.931061E-05
  p  15    5.153914  -0.256086   1.000248   4.800144E-06   2.301290E-06
  s  16    5.991575  -1.158425   0.097909   3.453639E-05   1.655747E-05
 cl  17    4.186172  -1.043828   0.212506   5.962409E-07   2.858504E-07
 ar  18    5.193871  -1.246129   0.010205   6.177450E-06   2.961600E-06
  k  19    3.884479  -1.195521   0.060814   3.262015E-07   1.563879E-07
 ca  20    5.038651  -1.251349   0.004985   4.774923E-06   2.289199E-06
 sc  21    2.326511  -0.723489   0.532845   1.036817E-08   4.970721E-09
 ti  22    3.799469  -1.110531   0.145804   3.312448E-07   1.588057E-07
  v  23    2.779955  -1.180045   0.076290   3.338140E-08   1.600374E-08
 cr  24    4.384964  -1.255036   0.001298   1.376074E-06   6.597189E-07
 mn  25    4.221370  -1.258630  -0.002296   9.947435E-07   4.769010E-07
 fe  26    6.283666  -1.256334   0.000000   1.167775E-04   5.598561E-05
 co  27    3.910997  -0.959003   0.297331   5.221890E-07   2.503484E-07
 ni  28    5.003248  -1.196752   0.059582   6.482558E-06   3.107875E-06
 cu  29    3.555529  -0.694471   0.561863   2.480348E-07   1.189131E-07
 zn  30    3.602533  -1.027467   0.228867   2.878701E-07   1.380110E-07
 ga  31    2.486247  -0.593753   0.662581   2.327103E-08   1.115662E-08
 ge  32    2.951875  -0.628125   0.628210   7.029950E-08   3.370306E-08
 as  33    1.535615  -0.764385   0.491949   2.796761E-09   1.340826E-09
 se  34    2.880008  -0.459992   0.796342   6.482085E-08   3.107648E-08
 br  35    1.789265  -0.750735   0.505599   5.384649E-09   2.581514E-09
 kr  36    3.463956   0.213956   1.470290   2.702809E-07   1.295783E-07
 rb  37    2.711326   0.191326   1.447660   4.833980E-08   2.317512E-08
 sr  38    3.065683   0.185683   1.442017   1.110374E-07   5.323367E-08
  y  39    2.508756   0.298756   1.555090   3.119783E-08   1.495690E-08
 zr  40    2.999933   0.469933   1.726267   1.009154E-07   4.838099E-08
 nb  41    1.722840   0.312840   1.569174   5.337059E-09   2.558699E-09
 mo  42    2.186415   0.246415   1.502749   1.616023E-08   7.747555E-09
 ru  44    1.905040   0.145040   1.401374   8.807251E-09   4.222382E-09
 rh  45    0.804264  -0.255736   1.000598   7.129846E-10   3.418199E-10
 pd  46    1.833512   0.183512   1.439846   7.856028E-09   3.766345E-09
 ag  47    1.016306  -0.183694   1.072640   1.220217E-09   5.849976E-10
 cd  48    1.964189   0.254189   1.510524   1.123565E-08   5.386609E-09
 in  49    0.815988   0.055988   1.312322   8.178337E-10   3.920867E-10
 sn  50    2.408951   0.338951   1.595285   3.301735E-08   1.582921E-08
 sb  51    0.903147  -0.106853   1.149481   1.051747E-09   5.042297E-10
 te  52    2.018478  -0.161522   1.094812   1.414169E-08   6.779824E-09
  i  53    0.922179  -0.627821   0.628513   1.153352E-09   5.529412E-10
 xe  54    2.288997   0.048997   1.305331   2.784211E-08   1.334809E-08
 cs  55    0.977643  -0.102357   1.153977   1.372378E-09   6.579470E-10
 ba  56    3.121733   0.941733   2.198067   1.978693E-07   9.486272E-08
 la  57    2.064211   0.894211   2.150545   1.750670E-08   8.393082E-09
 ce  58    2.600293   1.020293   2.276627   6.071126E-08   2.910626E-08
 pr  59    1.544944   0.784944   2.041278   5.372078E-09   2.575487E-09
 nd  60    2.292515   0.842515   2.098849   3.063591E-08   1.468750E-08
 sm  62    1.534964   0.594964   1.851298   5.561351E-09   2.666229E-09
 eu  63    0.467838  -0.042162   1.214172   4.850404E-10   2.325386E-10
 gd  64    1.384660   0.334660   1.590994   4.132963E-09   1.981429E-09
 tb  65    0.428927   0.108927   1.365261   4.637705E-10   2.223414E-10
 dy  66    1.536920   0.406920   1.663254   6.087297E-09   2.918379E-09
 ho  67    0.501629   0.031629   1.287963   5.689728E-10   2.727775E-10
 er  68    1.373941   0.453941   1.710275   4.307453E-09   2.065084E-09
 tm  69    0.444353   0.324353   1.580688   5.107626E-10   2.448703E-10
 yb  70    1.704027   0.784027   2.040361   9.501840E-09   4.555382E-09
 lu  71    0.767966   0.677966   1.934300   1.116939E-09   5.354841E-10
 hf  72    1.641635   0.931635   2.187969   8.527118E-09   4.088080E-09
 ta  73    0.689095   0.809095   2.065429   9.610649E-10   4.607548E-10
  w  74    1.628876   0.978876   2.235210   8.505564E-09   4.077746E-09
 re  75    0.729896   0.469896   1.726230   1.083629E-09   5.195147E-10
 os  76    1.555973   0.205973   1.462307   7.385530E-09   3.540779E-09
 ir  77    0.864732  -0.455268   0.801066   1.528626E-09   7.328553E-10
 pt  78    1.602848  -0.017152   1.239182   8.488695E-09   4.069659E-09
 au  79    0.827996   0.027996   1.284330   1.440259E-09   6.904906E-10
 hg  80    2.102915   0.932915   2.189249   2.760165E-08   1.323281E-08
 tl  81    1.945387   1.175387   2.431722   1.958188E-08   9.387967E-09
 pb  82    3.919272   1.879272   3.135606   1.870662E-06   8.968346E-07
 bi  83    2.585949   1.935949   3.192283   8.751328E-08   4.195571E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.2786   1.5745   2.1810   0.6066   0.9546      0.8989      8.5998
