# M_ini =  5.00 Msun, Z = 0.0006, Y = 0.35, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.35, [alpha/Fe] = 0.0
# M_remnant = 1.025 Msun, M_yield(all) = 3.975 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.266999   2.137419E+00   5.377496E-01
 he   2   11.326504   0.396504   1.663503   1.813235E+00   4.561887E-01
  c   6    7.984301  -0.485699   0.781300   2.495241E-03   6.277733E-04
  n   7    8.826695   0.956695   2.223694   2.007770E-02   5.051313E-03
  o   8    7.019263  -1.710737  -0.443738   3.575814E-04   8.996327E-05
  f   9    2.970233  -1.449767  -0.182768   3.792070E-08   9.540402E-09
 ne  10    7.028587  -0.941413   0.325586   4.809349E-04   1.209976E-04
 na  11    5.108581  -1.131419   0.135580   6.312448E-06   1.588138E-06
 mg  12    6.490188  -1.149812   0.117187   1.679014E-04   4.224202E-05
 al  13    5.972096  -0.477904   0.789095   5.411895E-05   1.361569E-05
 si  14    6.347471  -1.202529   0.064469   1.337585E-04   3.365207E-05
  p  15    4.303212  -1.106788   0.160211   1.331875E-06   3.350841E-07
  s  16    5.894674  -1.255326   0.011673   5.383432E-05   1.354408E-05
 cl  17    3.997535  -1.232465   0.034534   7.554661E-07   1.900664E-07
 ar  18    5.173918  -1.266082   0.000916   1.158852E-05   2.915535E-06
  k  19    3.831362  -1.248638   0.018360   5.675214E-07   1.427817E-07
 ca  20    5.021807  -1.268193  -0.001194   9.017734E-06   2.268756E-06
 sc  21    1.916988  -1.133012   0.133987   7.944938E-09   1.998853E-09
 ti  22    3.650717  -1.259283   0.007716   4.585669E-07   1.153701E-07
  v  23    2.690400  -1.269600  -0.002601   5.343915E-08   1.344466E-08
 cr  24    4.354160  -1.285840  -0.018841   2.519886E-06   6.339737E-07
 mn  25    4.217238  -1.262762   0.004237   1.938612E-06   4.877319E-07
 fe  26    6.273001  -1.266999   0.000000   2.241432E-04   5.639180E-05
 co  27    3.782963  -1.087037   0.179962   7.650764E-07   1.924842E-07
 ni  28    4.973168  -1.226832   0.040167   1.187595E-05   2.987850E-06
 cu  29    3.459681  -0.790319   0.476679   3.916518E-07   9.853499E-08
 zn  30    3.563651  -1.066349   0.200650   5.172963E-07   1.301457E-07
 ga  31    2.400866  -0.679134   0.587865   3.759956E-08   9.459608E-09
 ge  32    2.855294  -0.724706   0.542293   1.106944E-07   2.784941E-08
 as  33    1.440286  -0.859714   0.407285   4.418117E-09   1.111546E-09
 se  34    2.737193  -0.602807   0.664192   9.175669E-08   2.308490E-08
 br  35    1.646741  -0.893259   0.373740   7.628518E-09   1.919245E-09
 kr  36    2.939132  -0.310868   0.956131   1.576808E-07   3.967064E-08
 rb  37    2.291965  -0.228035   1.038964   3.608693E-08   9.079047E-09
 sr  38    2.502410  -0.377590   0.889409   5.962649E-08   1.500132E-08
  y  39    1.824470  -0.385530   0.881469   1.269842E-08   3.194773E-09
